,PlanningArea,Subzone,PlanningRegion,Total,young,old,EconomicallyActive,Young,Old,EconomicallyActive,Year
291,Tanglin,Tyersall,Central Region,3600,980,550,2070,27.22214661,15.27773534,57.49984028,2017
292,Tengah,Tengah,NA,10,0,0,0,0,0,0,2017
293,Toa Payoh,Bidadari,Central Region,0,0,0,0,0,0,0,2017
294,Toa Payoh,Boon Teck,Central Region,14340,3360,3110,7870,23.430946,21.68757204,54.88141222,2017
295,Toa Payoh,Braddell,Central Region,10400,2550,1970,5890,24.4956537,18.92409325,56.58015698,2017
296,Toa Payoh,Joo Seng,Central Region,7550,1790,1250,4510,23.70857787,16.55626946,59.73502022,2017
297,Toa Payoh,Kim Keat,Central Region,8450,1780,1660,5020,21.04016426,19.62172622,59.33799133,2017
298,Toa Payoh,Lorong 8 Toa Payoh,Central Region,7760,1640,1760,4380,21.07966442,22.62207889,56.29812815,2017
299,Toa Payoh,Pei Chun,Central Region,11250,2600,2200,6450,23.11109057,19.55553817,57.33328237,2017
300,Toa Payoh,Potong Pasir,Central Region,12030,2470,2320,7270,20.48091171,19.23713164,60.28187373,2017
301,Toa Payoh,Sennett,Central Region,4960,1230,990,2740,24.7983371,19.95963718,55.24182411,2017
302,Toa Payoh,Toa Payoh Central,Central Region,29700,7650,4810,17250,25.74889743,16.18982962,58.06123929,2017
303,Toa Payoh,Toa Payoh West,Central Region,12910,2540,2930,7460,19.64422301,22.66046198,57.69523767,2017
304,Toa Payoh,Woodleigh,Central Region,2420,730,230,1470,30.04102864,9.464981626,60.49357822,2017
305,Tuas,Tengeh,NA,0,0,0,0,0,0,0,2017
306,Tuas,Tuas Bay,NA,20,0,0,0,0,0,0,2017
307,Tuas,Tuas North,NA,20,0,0,0,0,0,0,2017
308,Tuas,Tuas Promenade,NA,10,0,0,0,0,0,0,2017
309,Tuas,Tuas View,NA,10,0,0,0,0,0,0,2017
310,Tuas,Tuas View Extension,NA,10,0,0,0,0,0,0,2017
311,Western Islands,Jurong Island And Bukom,NA,10,0,0,0,0,0,0,2017
312,Western Islands,Semakau,NA,0,0,0,0,0,0,0,2017
313,Western Islands,Sudong,NA,0,0,0,0,0,0,0,2017
314,Western Water Catchment,Western Water Catchment,NA,710,200,60,470,27.39688497,8.219065492,64.38267969,2017
315,Woodlands,Greenwood Park,North Region,60,0,0,0,0,0,0,2017
316,Woodlands,Midview,North Region,36790,12710,2670,21430,34.52865131,7.253461762,58.21785976,2017
317,Woodlands,North Coast,North Region,13440,3480,1960,8010,25.87358671,14.57247987,59.55385907,2017
318,Woodlands,Senoko West,North Region,10,0,0,0,0,0,0,2017
319,Woodlands,Woodgrove,North Region,35550,11500,2880,21190,32.3306066,8.096708435,59.57265685,2017
320,Woodlands,Woodlands East,North Region,93370,31090,6160,56110,33.30119609,6.598114118,60.10067908,2017
321,Woodlands,Woodlands Regional Centre,North Region,10,0,0,0,0,0,0,2017
322,Woodlands,Woodlands South,North Region,38800,13440,2770,22600,34.63024101,7.137333899,58.23239932,2017
323,Woodlands,Woodlands West,North Region,32150,9110,3920,19120,28.33591654,12.19284224,59.47121012,2017
324,Yishun,Khatib,North Region,10570,2450,1440,6700,23.1350112,13.59772087,63.2671735,2017
325,Yishun,Lower Seletar,North Region,10330,3650,440,6250,35.29977244,4.255315034,60.44481582,2017
326,Yishun,Nee Soon,North Region,890,240,120,550,26.37333656,13.18666828,60.43889628,2017
327,Yishun,Northland,North Region,29920,8010,3350,18570,26.76243676,11.19277942,62.0447504,2017
328,Yishun,Springleaf,North Region,4070,1170,650,2260,28.6764003,15.9313335,55.3920211,2017
329,Yishun,Yishun Central,North Region,1420,360,200,870,25.17464913,13.98591618,60.83873539,2017
330,Yishun,Yishun East,North Region,57540,18070,4390,35100,31.39332325,7.626822858,60.97983652,2017
331,Yishun,Yishun South,North Region,38240,9640,4800,23810,25.20260779,12.54901633,62.24834974,2017
332,Yishun,Yishun West,North Region,57470,14420,7400,35650,25.09134764,12.87628104,62.03235392,2017
333,Ang Mo Kio,Ang Mo Kio Town Centre,North East Region,4940,1350,720,2870,27.3278799,14.57486928,58.09704839,2016
334,Ang Mo Kio,Cheng San,North East Region,28350,6080,5130,17140,21.44620055,18.09523171,60.45853247,2016
335,Ang Mo Kio,Chong Boon,North East Region,26740,5500,5540,15720,20.55305659,20.70253337,58.74437267,2016
336,Ang Mo Kio,Kebun Bahru,North East Region,22620,4870,4610,13140,21.52961029,20.38018551,58.09016,2016
337,Ang Mo Kio,Sembawang Hills,North East Region,6800,2000,1180,3630,29.3685325,17.32743417,53.30388648,2016
338,Ang Mo Kio,Shangri-La,North East Region,16800,3800,3240,9780,22.59213877,19.26277095,58.14503083,2016
339,Ang Mo Kio,Tagore,North East Region,8130,2230,1210,4680,27.46302037,14.90145948,57.635397,2016
340,Ang Mo Kio,Townsville,North East Region,22690,4910,4660,13140,21.62042201,20.51958586,57.8599481,2016
341,Ang Mo Kio,Yio Chu Kang,North East Region,40,0,0,0,0,0,0,2016
342,Ang Mo Kio,Yio Chu Kang East,North East Region,4030,1100,640,2300,27.22765538,15.84154495,56.93055215,2016
343,Ang Mo Kio,Yio Chu Kang North,North East Region,0,0,0,0,0,0,0,2016
344,Ang Mo Kio,Yio Chu Kang West,North East Region,25690,6470,4060,15160,25.18488704,15.80380856,59.01126547,2016
345,Bedok,Bayshore,East Region,7310,2100,780,4440,28.6884854,10.65572315,60.65565484,2016
346,Bedok,Bedok North,East Region,83810,20080,14510,49230,23.95609354,17.31090225,58.73299228,2016
347,Bedok,Bedok Reservoir,East Region,26190,7370,2970,15850,28.1405009,11.34020186,60.51925906,2016
348,Bedok,Bedok South,East Region,48990,11830,9170,27990,24.14778033,18.71810192,57.13409734,2016
349,Bedok,Frankel,East Region,33900,9320,5240,19340,27.49261726,15.45722258,57.05013066,2016
350,Bedok,Kaki Bukit,East Region,39430,10070,5490,23890,25.52597579,13.91634628,60.55765258,2016
351,Bedok,Kembangan,East Region,38690,8960,6800,22940,23.1524488,17.57105489,59.27647047,2016
352,Bedok,Siglap,East Region,6620,1460,1550,3620,22.02108292,23.37854694,54.60021931,2016
353,Bishan,Bishan East,Central Region,28970,6780,4590,17600,23.40351281,15.84397106,60.75248162,2016
354,Bishan,Marymount,Central Region,30680,8720,3720,18230,28.43168294,12.12911245,59.43917201,2016
355,Bishan,Upper Thomson,Central Region,30630,7670,5440,17540,25.02446166,17.74877072,57.226735,2016
356,Boon Lay,Liu Fang,NA,10,0,0,0,0,0,0,2016
357,Boon Lay,Samulun,NA,20,0,0,0,0,0,0,2016
358,Boon Lay,Shipyard,NA,10,0,0,0,0,0,0,2016
359,Boon Lay,Tukang,NA,10,0,0,0,0,0,0,2016
360,Bukit Batok,Brickworks,West Region,0,0,0,0,0,0,0,2016
361,Bukit Batok,Bukit Batok Central,West Region,25120,6390,3310,15420,25.43788796,13.17674635,61.38532588,2016
362,Bukit Batok,Bukit Batok East,West Region,13820,3250,1850,8740,23.48264199,13.36704236,63.15024339,2016
363,Bukit Batok,Bukit Batok South,West Region,14020,4120,1190,8710,29.38656962,8.487868411,62.12549064,2016
364,Bukit Batok,Bukit Batok West,West Region,15730,4170,1910,9660,26.4929946,12.13468098,61.37226088,2016
365,Bukit Batok,Gombak,West Region,10110,2830,1330,5950,27.99205936,13.15527878,58.85256295,2016
366,Bukit Batok,Guilin,West Region,13290,3590,1550,8180,26.95193172,11.6366279,61.41136531,2016
367,Bukit Batok,Hillview,West Region,18780,5580,2000,11200,29.71244424,10.64962159,59.63788092,2016
368,Bukit Batok,Hong Kah North,West Region,27420,7210,3120,17120,26.2659285,11.36611608,62.36791899,2016
369,Bukit Merah,Alexandra Hill,Central Region,14830,3420,3180,8240,23.04580657,21.42855699,55.52556905,2016
370,Bukit Merah,Alexandra North,Central Region,1060,290,80,670,27.88434727,7.692233729,64.42245748,2016
371,Bukit Merah,Bukit Ho Swee,Central Region,15650,3170,3440,9060,20.22972544,21.952762,57.81744874,2016
372,Bukit Merah,Bukit Merah,Central Region,1150,290,260,640,24.36954311,21.84855589,53.78106066,2016
373,Bukit Merah,City Terminals,Central Region,40,0,0,0,0,0,0,2016
374,Bukit Merah,Depot Road,Central Region,5900,1540,910,3470,26.01346957,15.37159566,58.61476585,2016
375,Bukit Merah,Everton Park,Central Region,8750,1850,1820,5090,21.11869735,20.77623199,58.1049565,2016
376,Bukit Merah,Henderson Hill,Central Region,11870,2640,2710,6530,22.22220352,22.81142861,54.9662837,2016
377,Bukit Merah,Kampong Tiong Bahru,Central Region,9810,1970,2240,5630,20.02030486,22.76420451,57.21538901,2016
378,Bukit Merah,Maritime Square,Central Region,2770,750,220,1810,26.97832022,7.913640598,65.10767947,2016
379,Bukit Merah,Redhill,Central Region,12190,3100,1950,7140,25.43066002,15.9967055,58.57255244,2016
380,Bukit Merah,Singapore General Hospital,Central Region,10,0,0,0,0,0,0,2016
381,Bukit Merah,Telok Blangah Drive,Central Region,16490,3600,3290,9610,21.8181686,19.93938185,58.24238894,2016
382,Bukit Merah,Telok Blangah Rise,Central Region,13080,2640,3020,7420,20.18347081,23.08866736,56.72778538,2016
383,Bukit Merah,Telok Blangah Way,Central Region,10160,2110,2210,5840,20.76769609,21.75194709,57.48025839,2016
384,Bukit Merah,Tiong Bahru,Central Region,12860,2820,2390,7650,21.92844329,18.58474449,59.48673446,2016
385,Bukit Merah,Tiong Bahru Station,Central Region,16200,4060,2690,9440,25.07719266,16.6151843,58.30756127,2016
386,Bukit Panjang,Bangkit,West Region,23240,5960,3110,14180,25.63439758,13.37633833,60.98922108,2016
387,Bukit Panjang,Dairy Farm,West Region,6520,2000,590,3930,30.67479958,9.049065876,60.27598117,2016
388,Bukit Panjang,Fajar,West Region,28770,8990,2610,17180,31.23695926,9.068794625,59.69421136,2016
389,Bukit Panjang,Jelebu,West Region,32130,8920,3720,19500,27.75356946,11.57435856,60.67204086,2016
390,Bukit Panjang,Nature Reserve,West Region,3870,1160,410,2300,29.97408275,10.59428787,59.43137098,2016
391,Bukit Panjang,Saujana,West Region,26390,8350,2050,15980,31.65275525,7.77103572,60.57617112,2016
392,Bukit Panjang,Senja,West Region,21020,6840,1750,12440,32.52494887,8.321441597,59.15356198,2016
393,Bukit Timah,Anak Bukit,Central Region,21970,6080,3420,12480,27.66149788,15.55959256,56.77886407,2016
394,Bukit Timah,Coronation Road,Central Region,6260,1880,1050,3330,30.03190091,16.77313615,53.1948032,2016
395,Bukit Timah,Farrer Court,Central Region,6000,1760,860,3400,29.23583183,14.28569056,56.4783115,2016
396,Bukit Timah,Hillcrest,Central Region,8980,2780,1310,4910,30.88885457,14.55553938,54.55549494,2016
397,Bukit Timah,Holland Road,Central Region,10440,3370,1320,5770,32.21794243,12.6194908,55.16247116,2016
398,Bukit Timah,Leedon Park,Central Region,6400,1730,1000,3650,27.11594496,15.67395662,57.20994168,2016
399,Bukit Timah,Swiss Club,Central Region,5580,1650,830,3110,29.51694183,14.84791619,55.63496309,2016
400,Bukit Timah,Ulu Pandan,Central Region,10750,3030,1790,5930,28.18602029,16.6511473,55.16273938,2016
401,Central Water Catchment,Central Water Catchment,NA,0,0,0,0,0,0,0,2016
402,Changi,Changi Airport,East Region,0,0,0,0,0,0,0,2016
403,Changi,Changi Point,East Region,740,140,170,430,18.91866326,22.97266253,58.10732287,2016
404,Changi,Changi West,East Region,1480,620,70,790,41.89160884,4.729697772,53.37801772,2016
405,Changi Bay,Changi Bay,NA,0,0,0,0,0,0,0,2016
406,Choa Chu Kang,Choa Chu Kang Central,West Region,21430,6670,1910,12850,31.12457717,8.912734992,59.96264117,2016
407,Choa Chu Kang,Choa Chu Kang North,West Region,33490,11620,2530,19340,34.69691409,7.554491623,57.74856442,2016
408,Choa Chu Kang,Keat Hong,West Region,29340,9740,1920,17690,33.18567864,6.54173542,60.27255187,2016
409,Choa Chu Kang,Peng Siang,West Region,34170,10450,3110,20620,30.57342581,9.098885577,60.32765935,2016
410,Choa Chu Kang,Teck Whye,West Region,25880,7110,3320,15460,27.46233006,12.82347902,59.71415229,2016
411,Choa Chu Kang,Yew Tee,West Region,42280,13570,3090,25640,32.08037067,7.304962812,60.61464288,2016
412,Clementi,Clementi Central,West Region,13100,3100,2470,7550,23.62803077,18.82620516,57.54568785,2016
413,Clementi,Clementi North,West Region,30360,6500,6140,17710,21.4167969,20.23063584,58.35253432,2016
414,Clementi,Clementi West,West Region,16180,3820,2650,9730,23.58023236,16.35801459,60.06169132,2016
415,Clementi,Clementi Woods,West Region,16160,4040,2810,9330,24.96908222,17.36710917,57.66374681,2016
416,Clementi,Faber,West Region,4620,1400,590,2640,30.23751569,12.74295304,57.01931529,2016
417,Clementi,Pandan,West Region,10,0,0,0,0,0,0,2016
418,Clementi,Sunset Way,West Region,6120,1470,1150,3500,24.0195686,18.79081897,57.18944904,2016
419,Clementi,Toh Tuck,West Region,30,0,0,0,0,0,0,2016
420,Clementi,West Coast,West Region,6010,1920,720,3390,31.84074322,11.94027871,56.21881224,2016
421,Downtown Core,Anson,Central Region,90,0,0,0,0,0,0,2016
422,Downtown Core,Bayfront Subzone,Central Region,0,0,0,0,0,0,0,2016
423,Downtown Core,Bugis,Central Region,840,120,210,490,14.63396788,25.60944379,59.75536884,2016
424,Downtown Core,Cecil,Central Region,220,60,10,160,26.08582236,4.347637059,69.56219295,2016
425,Downtown Core,Central Subzone,Central Region,610,120,30,470,19.35452654,4.838631635,75.80522895,2016
426,Downtown Core,City Hall,Central Region,70,0,0,0,0,0,0,2016
427,Downtown Core,Clifford Pier,Central Region,0,0,0,0,0,0,0,2016
428,Downtown Core,Marina Centre,Central Region,10,0,0,0,0,0,0,2016
429,Downtown Core,Maxwell,Central Region,0,0,0,0,0,0,0,2016
430,Downtown Core,Phillip,Central Region,0,0,0,0,0,0,0,2016
431,Downtown Core,Raffles Place,Central Region,40,0,0,0,0,0,0,2016
432,Downtown Core,Tanjong Pagar,Central Region,580,80,80,440,13.33311111,13.33311111,73.33211113,2016
433,Geylang,Aljunied,Central Region,40010,8770,6930,24290,21.93047714,17.329328,60.74016986,2016
434,Geylang,Geylang East,Central Region,32140,7780,5470,18890,24.20658861,17.01928531,58.77409497,2016
435,Geylang,Kallang Way,Central Region,40,0,0,0,0,0,0,2016
436,Geylang,Kampong Ubi,Central Region,12600,3200,1490,7910,25.39680524,11.82538744,62.77772795,2016
437,Geylang,Macpherson,Central Region,28680,6750,5060,16870,23.53555665,17.64295061,58.82145787,2016
438,Hougang,Defu Industrial Park,North East Region,30,0,0,0,0,0,0,2016
439,Hougang,Hougang Central,North East Region,4760,1240,660,2860,26.05036544,13.86551709,60.08390739,2016
440,Hougang,Hougang East,North East Region,24820,6650,2600,15600,26.76055261,10.46277245,62.7766347,2016
441,Hougang,Hougang West,North East Region,47350,11160,6630,29570,23.56418421,13.99915245,62.43664222,2016
442,Hougang,Kangkar,North East Region,30180,7870,4000,18340,26.05096787,13.24064441,60.70835461,2016
443,Hougang,Kovan,North East Region,25900,7000,3630,15260,27.03745576,14.02085206,58.94165356,2016
444,Hougang,Lorong Ah Soo,North East Region,32970,7760,5650,19580,23.52227235,17.12639675,59.35130059,2016
445,Hougang,Lorong Halus,North East Region,0,0,0,0,0,0,0,2016
446,Hougang,Tai Seng,North East Region,14290,3790,2340,8180,26.48495703,16.35218983,57.16278325,2016
447,Hougang,Trafalgar,North East Region,44110,12550,5050,26520,28.44514314,11.44605362,60.10878057,2016
448,Jurong East,International Business Park,West Region,10,0,0,0,0,0,0,2016
449,Jurong East,Jurong Gateway,West Region,250,70,0,170,29.16545144,0,70.83038207,2016
450,Jurong East,Jurong Port,West Region,0,0,0,0,0,0,0,2016
451,Jurong East,Jurong River,West Region,10,0,0,0,0,0,0,2016
452,Jurong East,Lakeside,West Region,910,170,220,550,18.08491399,23.40400634,58.51001585,2016
453,Jurong East,Penjuru Crescent,West Region,10,0,0,0,0,0,0,2016
454,Jurong East,Teban Gardens,West Region,19780,5090,3170,11510,25.7460669,16.03438744,58.21949508,2016
455,Jurong East,Toh Guan,West Region,15870,4290,1650,9930,27.03211907,10.39696887,62.57084904,2016
456,Jurong East,Yuhua East,West Region,26330,6070,4320,15940,23.05354233,16.40713391,60.53928578,2016
457,Jurong East,Yuhua West,West Region,20420,5240,2950,12230,25.66110399,14.44661389,59.89223316,2016
458,Jurong West,Boon Lay Place,West Region,30090,9040,3300,17770,30.02323812,10.95981038,59.01691829,2016
459,Jurong West,Boon Lay Place,North Region,30090,9040,3300,17770,30.02323812,10.95981038,59.01691829,2016
460,Jurong West,Chin Bee,West Region,10,0,0,0,0,0,0,2016
461,Jurong West,Chin Bee,North Region,10,0,0,0,0,0,0,2016
462,Jurong West,Hong Kah,West Region,55420,14170,7680,33590,25.55915845,13.85281135,60.58801216,2016
463,Jurong West,Hong Kah,North Region,55420,14170,7680,33590,25.55915845,13.85281135,60.58801216,2016
464,Jurong West,Jurong West Central,West Region,67630,20330,5240,42060,30.06061954,7.748039665,62.19132601,2016
465,Jurong West,Jurong West Central,North Region,67630,20330,5240,42060,30.06061954,7.748039665,62.19132601,2016
466,Jurong West,Kian Teck,West Region,50,0,0,0,0,0,0,2016
467,Jurong West,Kian Teck,North Region,50,0,0,0,0,0,0,2016
468,Jurong West,Safti,West Region,0,0,0,0,0,0,0,2016
469,Jurong West,Safti,North Region,0,0,0,0,0,0,0,2016
470,Jurong West,Taman Jurong,West Region,37400,11340,3820,22240,30.32084751,10.21390101,59.46522474,2016
471,Jurong West,Taman Jurong,North Region,37400,11340,3820,22240,30.32084751,10.21390101,59.46522474,2016
472,Jurong West,Wenya,West Region,8560,2760,680,5140,32.16779468,7.925398688,59.90669009,2016
473,Jurong West,Wenya,North Region,8560,2760,680,5140,32.16779468,7.925398688,59.90669009,2016
474,Jurong West,Yunnan,West Region,68700,20850,6540,41350,30.3316802,9.514109759,60.1541955,2016
475,Jurong West,Yunnan,North Region,68700,20850,6540,41350,30.3316802,9.514109759,60.1541955,2016
476,Kallang,Bendemeer,Central Region,34860,7710,6120,21040,22.11069053,17.55089832,60.33838247,2016
477,Kallang,Boon Keng,Central Region,12300,2600,2470,7260,21.08676311,20.03242495,58.88073083,2016
478,Kallang,Crawford,Central Region,9350,1630,2570,5150,17.43313644,27.48660162,55.08015499,2016
479,Kallang,Geylang Bahru,Central Region,12320,2680,2430,7220,21.73558659,19.70801321,58.55631909,2016
480,Kallang,Kallang Bahru,Central Region,30,0,0,0,0,0,0,2016
481,Kallang,Kampong Bugis,Central Region,860,170,140,550,19.76721201,16.27888048,63.95274474,2016
482,Kallang,Kampong Java,Central Region,10850,2410,2120,6330,22.19150811,19.52116066,58.28723915,2016
483,Kallang,Lavender,Central Region,9990,2230,1810,5950,22.32229998,18.11809998,59.55949994,2016
484,Kallang,Tanjong Rhu,Central Region,11060,2930,1370,6770,26.46790744,12.37577925,61.15622298,2016
485,Lim Chu Kang,Lim Chu Kang,NA,110,40,20,60,33.33055579,16.66527789,49.99583368,2016
486,Mandai,Mandai East,North Region,0,0,0,0,0,0,0,2016
487,Mandai,Mandai Estate,North Region,2130,670,220,1220,31.75340401,10.42649087,57.81963119,2016
488,Mandai,Mandai West,North Region,0,0,0,0,0,0,0,2016
489,Marina East,Marina East,NA,0,0,0,0,0,0,0,2016
490,Marina South,Marina South,NA,0,0,0,0,0,0,0,2016
491,Marine Parade,East Coast,Central Region,0,0,0,0,0,0,0,2016
492,Marine Parade,Katong,Central Region,9430,2460,1430,5550,26.05929443,15.14828904,58.7923106,2016
493,Marine Parade,Marina East (Mp),Central Region,0,0,0,0,0,0,0,2016
494,Marine Parade,Marine Parade,Central Region,28080,6990,5660,15450,24.87543599,20.14234159,54.98218684,2016
495,Marine Parade,Mountbatten,Central Region,10380,2860,1520,6010,27.52644126,14.62943732,57.84402517,2016
496,Museum,Bras Basah,Central Region,10,0,0,0,0,0,0,2016
497,Museum,Dhoby Ghaut,Central Region,220,20,10,160,10.5257618,5.262880901,84.20609442,2016
498,Museum,Fort Canning,Central Region,180,50,10,120,27.77623465,5.555246931,66.66296317,2016
499,Newton,Cairnhill,Central Region,3520,940,500,2100,26.55359731,14.12425389,59.32186632,2016
500,Newton,Goodwood Park,Central Region,1060,340,110,620,31.77540397,10.28027775,57.94338371,2016
501,Newton,Istana Negara,Central Region,50,0,0,0,0,0,0,2016
502,Newton,Monk's Hill,Central Region,930,250,140,540,26.88143138,15.05360157,58.06389179,2016
503,Newton,Newton Circus,Central Region,230,70,30,150,27.99888004,11.99952002,59.9976001,2016
